commune;communeLabel;latitude;longitude;superficie
http://www.wikidata.org/entity/Q844147;Acquin-Westbécourt;50.7275;2.089166666;14.29
http://www.wikidata.org/entity/Q2823470;Acre;49.0361;-0.4182;
http://www.wikidata.org/entity/Q677091;Acy;49.345277777;3.413611111;11.67
http://www.wikidata.org/entity/Q735958;Acy-Romance;49.501111111;4.341666666;11.13
http://www.wikidata.org/entity/Q1106682;Acy-en-Multien;49.105;2.954722222;11.47
http://www.wikidata.org/entity/Q21639;Adaincourt;49.005277777;6.435833333;3.42
http://www.wikidata.org/entity/Q274440;Adainville;48.722777777;1.652777777;10.16
http://www.wikidata.org/entity/Q348475;Adam-lès-Passavant;47.296944444;6.361666666;9.59
http://www.wikidata.org/entity/Q348480;Adam-lès-Vercel;47.168055555;6.391388888;3.19
http://www.wikidata.org/entity/Q22769;Adamswiller;48.904722222;7.202777777;3.4
http://www.wikidata.org/entity/Q352654;Adast;42.973611111;-0.077777777;1.05
http://www.wikidata.org/entity/Q21644;Adelange;49.005277777;6.611944444;5.81
http://www.wikidata.org/entity/Q124418498;Adelans;47.709722222;6.397777777;
http://www.wikidata.org/entity/Q354088;Adelans-et-le-Val-de-Bithaine;47.709722222;6.397777777;17.3
http://www.wikidata.org/entity/Q123240572;Adervielle;42.818888888;0.403888888;
http://www.wikidata.org/entity/Q1110865;Adervielle-Pouchergues;42.818888888;0.403888888;9.14
http://www.wikidata.org/entity/Q357275;Adilly;46.69;-0.308611111;12.92
http://www.wikidata.org/entity/Q844048;Adinfer;50.194166666;2.708055555;6.19
http://www.wikidata.org/entity/Q656270;Adissan;43.535277777;3.428333333;4.46
http://www.wikidata.org/entity/Q99203970;Adoménil;48.565295;6.463633;
http://www.wikidata.org/entity/Q766580;Adon;47.763055555;2.795833333;24.65
http://www.wikidata.org/entity/Q16303536;Adon;49.634294;4.26951;
http://www.wikidata.org/entity/Q539232;Adriers;46.256944444;0.7975;68.09
http://www.wikidata.org/entity/Q380359;Adé;43.133888888;-0.027222222;7.24
http://www.wikidata.org/entity/Q382023;Afa;41.983888888;8.795555555;11.84
http://www.wikidata.org/entity/Q175357;Affieux;45.5175;1.766944444;30.19
http://www.wikidata.org/entity/Q997323;Affléville;49.270277777;5.763333333;9.42
http://www.wikidata.org/entity/Q1364105;Affoux;45.845;4.403333333;10.65
http://www.wikidata.org/entity/Q997311;Affracourt;48.461388888;6.170277777;5.56
http://www.wikidata.org/entity/Q990524;Affringues;50.689166666;2.073333333;2.81
http://www.wikidata.org/entity/Q1081880;Agassac;43.371111111;0.8875;9.58
http://www.wikidata.org/entity/Q191396;Agde;43.31;3.475277777;50.81
http://www.wikidata.org/entity/Q109576328;Agea;46.41755;5.59312;
http://www.wikidata.org/entity/Q392380;Agel;43.337777777;2.853333333;12.54
http://www.wikidata.org/entity/Q6625;Agen;44.203055555;0.618611111;11.49
http://www.wikidata.org/entity/Q1020498;Agen-d'Aveyron;44.356944444;2.679166666;22.35
http://www.wikidata.org/entity/Q16606;Agencourt;47.128055555;4.980833333;4.2
http://www.wikidata.org/entity/Q45665;Agenville;50.165277777;2.095;3.3
http://www.wikidata.org/entity/Q30744;Agenvillers;50.178333333;1.919444444;5.98
http://www.wikidata.org/entity/Q109574546;Agenvillers;50.17853;1.91826;
http://www.wikidata.org/entity/Q580891;Ageville;48.11;5.355555555;19.55
http://www.wikidata.org/entity/Q134322;Agey;47.284166666;4.7625;8.42
http://www.wikidata.org/entity/Q317748;Aghione;42.1075;9.4175;33.88
http://www.wikidata.org/entity/Q287413;Agincourt;48.732777777;6.237222222;4.17
http://www.wikidata.org/entity/Q109573969;Aglan;46.92096;3.12999;
http://www.wikidata.org/entity/Q1006991;Agmé;44.490277777;0.346111111;5.01
http://www.wikidata.org/entity/Q1006960;Agnac;44.6425;0.386111111;13.84
http://www.wikidata.org/entity/Q109571532;Agnac;44.34362;2.51797;
http://www.wikidata.org/entity/Q270037;Agnat;45.343333333;3.449166666;19.65
http://www.wikidata.org/entity/Q394391;Agneaux;49.116666666;-1.111111111;6.5
http://www.wikidata.org/entity/Q97386462;Agnereins;46.0389;4.8471;
http://www.wikidata.org/entity/Q1346743;Agnetz;49.382222222;2.384166666;12.94
http://www.wikidata.org/entity/Q851852;Agnez-lès-Duisans;50.307777777;2.659166666;7.3
http://www.wikidata.org/entity/Q676741;Agnicourt-et-Séchelles;49.716388888;3.953333333;10.79
http://www.wikidata.org/entity/Q109571529;Agnielles;44.58517;5.78645;
http://www.wikidata.org/entity/Q1069547;Agnin;45.34;4.857222222;7.96
http://www.wikidata.org/entity/Q394943;Agnières;50.353055555;2.603888888;3.25
http://www.wikidata.org/entity/Q2826947;Agnières;49.718228;1.903173;
http://www.wikidata.org/entity/Q1017781;Agnières-en-Dévoluy;44.695;5.882222222;32.46
http://www.wikidata.org/entity/Q535571;Agnos;43.163333333;-0.619166666;9.18
http://www.wikidata.org/entity/Q317260;Agny;50.26;2.759444444;6.05
http://www.wikidata.org/entity/Q1001473;Agon-Coutainville;49.042222222;-1.576666666;12.35
http://www.wikidata.org/entity/Q861377;Agonac;45.292777777;0.750277777;37.22
http://www.wikidata.org/entity/Q775808;Agonges;46.606111111;3.158611111;24.1
http://www.wikidata.org/entity/Q82802840;Agonnay;45.885277777;-0.736388888;
http://www.wikidata.org/entity/Q1072317;Agonès;43.9025;3.728333333;4.16
http://www.wikidata.org/entity/Q1110663;Agos-Vidalos;43.036944444;-0.071666666;6.11
http://www.wikidata.org/entity/Q818811;Agris;45.775;0.335;18.74
http://www.wikidata.org/entity/Q532054;Agudelle;45.384444444;-0.471944444;5.36
http://www.wikidata.org/entity/Q1082230;Aguessac;44.156666666;3.098333333;17.64
http://www.wikidata.org/entity/Q369171;Aguilcourt;49.406111111;3.968055555;10.57
http://www.wikidata.org/entity/Q1234117;Aguts;43.530555555;1.920555555;9.79
http://www.wikidata.org/entity/Q838595;Agy;49.241111111;-0.761111111;4.21
http://www.wikidata.org/entity/Q188629;Ahaxe-Alciette-Bascassan;43.150555555;-1.165;14.64
http://www.wikidata.org/entity/Q746192;Ahetze;43.405833333;-1.571111111;10.56
http://www.wikidata.org/entity/Q1060350;Ahuillé;48.019722222;-0.870555555;29.87
http://www.wikidata.org/entity/Q193133;Ahun;46.086388888;2.045;33.74
http://www.wikidata.org/entity/Q46368;Ahuy;47.368888888;5.022222222;6.4
http://www.wikidata.org/entity/Q301534;Ahéville;48.285277777;6.1925;5.84
http://www.wikidata.org/entity/Q1064953;Aibes;50.236388888;4.093055555;9.23
http://www.wikidata.org/entity/Q403452;Aibre;47.551111111;6.696666666;4.5
http://www.wikidata.org/entity/Q109572300;Aibre;47.55137;6.6965;
http://www.wikidata.org/entity/Q2827829;Aidling;49.30075;6.5583;
http://www.wikidata.org/entity/Q944518;Aiffres;46.286388888;-0.417222222;25.72
http://www.wikidata.org/entity/Q840053;Aigaliers;44.059444444;4.320277777;28.06
http://www.wikidata.org/entity/Q541738;Aiglemont;49.781388888;4.765833333;8.85
http://www.wikidata.org/entity/Q404445;Aiglepierre;46.9525;5.818888888;6.97
http://www.wikidata.org/entity/Q1009865;Aigleville;49.0075;1.420277777;3.24
http://www.wikidata.org/entity/Q404474;Aiglun;44.053611111;6.140555555;14.89
http://www.wikidata.org/entity/Q763468;Aiglun;43.8575;6.914444444;15.37
http://www.wikidata.org/entity/Q404491;Aignan;43.697777777;0.083333333;32.16
http://www.wikidata.org/entity/Q198315;Aignay-le-Duc;47.665555555;4.734722222;24.86
http://www.wikidata.org/entity/Q269935;Aigne;43.332222222;2.797222222;10.94
http://www.wikidata.org/entity/Q838582;Aignerville;49.3325;-0.918888888;4.35
http://www.wikidata.org/entity/Q996900;Aignes;43.320277777;1.588611111;21.81
http://www.wikidata.org/entity/Q338856;Aignes-et-Puypéroux;45.450833333;0.144444444;12.99
http://www.wikidata.org/entity/Q30740;Aigneville;50.035277777;1.616388888;10.76
http://www.wikidata.org/entity/Q1064114;Aigny;49.035555555;4.208888888;11.24
http://www.wikidata.org/entity/Q1228213;Aigné;48.066944444;0.118888888;12.59
http://www.wikidata.org/entity/Q59027505;Aigondigné;46.2388;-0.2856;69.87
http://www.wikidata.org/entity/Q1084452;Aigonnay;46.329722222;-0.258333333;14.05
http://www.wikidata.org/entity/Q1451759;Aigre;45.894166666;0.010555555;6.59
http://www.wikidata.org/entity/Q60544458;Aigre;45.894166666;0.010555555;23.82
http://www.wikidata.org/entity/Q390828;Aigrefeuille;43.567777777;1.590277777;4.62
http://www.wikidata.org/entity/Q1087218;Aigrefeuille-d'Aunis;46.115833333;-0.933611111;16.76
http://www.wikidata.org/entity/Q1115712;Aigrefeuille-sur-Maine;47.076666666;-1.400555555;14.58
http://www.wikidata.org/entity/Q288153;Aigremont;47.718888888;3.890277777;6.82
http://www.wikidata.org/entity/Q256129;Aigremont;43.965833333;4.1225;12.55
http://www.wikidata.org/entity/Q1102347;Aigremont;48.016944444;5.717222222;4.87
http://www.wikidata.org/entity/Q1376037;Aigremont;48.902777777;2.019166666;3
http://www.wikidata.org/entity/Q1242257;Aiguebelette-le-Lac;45.537777777;5.815;7.91
http://www.wikidata.org/entity/Q693071;Aiguebelle;45.5425;6.305277777;3.85
http://www.wikidata.org/entity/Q1222605;Aigueblanche;45.500833333;6.509722222;19.67
http://www.wikidata.org/entity/Q1228319;Aiguefonde;43.493888888;2.316666666;19.13
http://www.wikidata.org/entity/Q333447;Aigueperse;46.0225;3.202222222;10.5
http://www.wikidata.org/entity/Q1158006;Aigueperse;46.276944444;4.434166666;12.95
http://www.wikidata.org/entity/Q7112;Aigues-Juntes;43.055555555;1.470833333;7.77
http://www.wikidata.org/entity/Q193809;Aigues-Mortes;43.566666666;4.1925;57.78
http://www.wikidata.org/entity/Q7117;Aigues-Vives;42.996666666;1.875555555;5.16
http://www.wikidata.org/entity/Q75011;Aigues-Vives;43.739444444;4.180555555;12
http://www.wikidata.org/entity/Q181470;Aigues-Vives;43.230833333;2.533333333;10.21
http://www.wikidata.org/entity/Q1007050;Aigues-Vives;43.3375;2.818333333;12.81
http://www.wikidata.org/entity/Q1018522;Aiguilhe;45.050833333;3.884722222;1.1
http://www.wikidata.org/entity/Q539643;Aiguilles;44.781666666;6.868888888;40.16
http://www.wikidata.org/entity/Q404783;Aiguillon;44.300555555;0.3375;28.28
http://www.wikidata.org/entity/Q261845;Aiguines;43.775833333;6.243611111;114.33
http://www.wikidata.org/entity/Q22988839;Aiguizy;49.170255;3.733089;
http://www.wikidata.org/entity/Q211643;Aigurande;46.434166666;1.828888888;27.77
http://www.wikidata.org/entity/Q317362;Aiguèze;44.303333333;4.555833333;20.03
http://www.wikidata.org/entity/Q244223;Ailhon;44.598055555;4.341944444;7.8
http://www.wikidata.org/entity/Q15062934;Aillac;44.84188;1.302213;
http://www.wikidata.org/entity/Q405196;Aillant-sur-Milleron;47.792777777;2.929722222;26.93
http://www.wikidata.org/entity/Q1140705;Aillant-sur-Tholon;47.874722222;3.350833333;18.2
http://www.wikidata.org/entity/Q273699;Aillas;44.474166666;-0.074166666;35.13
http://www.wikidata.org/entity/Q22079376;Ailles;49.450851;3.712771;
http://www.wikidata.org/entity/Q1066179;Ailleux;45.803611111;3.9425;9.31
http://www.wikidata.org/entity/Q405233;Aillevans;47.591388888;6.415277777;5.78
http://www.wikidata.org/entity/Q952810;Ailleville;48.252777777;4.681111111;5.01
http://www.wikidata.org/entity/Q405237;Aillevillers-et-Lyaumont;47.920277777;6.335833333;36.3
http://www.wikidata.org/entity/Q1102388;Aillianville;48.342222222;5.478055555;23.63
http://www.wikidata.org/entity/Q1228142;Aillières-Beauvoir;48.405;0.325277777;15.07
http://www.wikidata.org/entity/Q109557744;Aillon;45.650833333;6.093611111;
http://www.wikidata.org/entity/Q405261;Aillon-le-Jeune;45.618055555;6.080555555;34.09
http://www.wikidata.org/entity/Q405265;Aillon-le-Vieux;45.650833333;6.093611111;21.63
http://www.wikidata.org/entity/Q405287;Ailloncourt;47.755277777;6.388333333;9.29
http://www.wikidata.org/entity/Q637671;Ailly;49.160833333;1.246666666;15.55
http://www.wikidata.org/entity/Q60882233;Ailly;48.94301;-0.08384;
http://www.wikidata.org/entity/Q30809;Ailly-le-Haut-Clocher;50.077777777;1.995;10.81
http://www.wikidata.org/entity/Q28040519;Ailly-sur-Meuse;48.8691;5.5499;
http://www.wikidata.org/entity/Q30759;Ailly-sur-Noye;49.756388888;2.363333333;25.35
http://www.wikidata.org/entity/Q30712;Ailly-sur-Somme;49.926666666;2.193888888;15.06
http://www.wikidata.org/entity/Q243915;Aimargues;43.684722222;4.208611111;26.48
http://www.wikidata.org/entity/Q405513;Aime;45.555555555;6.648611111;50.74
http://www.wikidata.org/entity/Q21979674;Aime-la-Plagne;45.559739;6.651616;94.67
http://www.wikidata.org/entity/Q107134281;Ainac;44.2152;6.2133;
http://www.wikidata.org/entity/Q841802;Ainay-le-Château;46.711388888;2.6925;24.07
http://www.wikidata.org/entity/Q1174445;Ainay-le-Vieil;46.666944444;2.551944444;13.77
http://www.wikidata.org/entity/Q740512;Aincille;43.144722222;-1.195277777;6.26
http://www.wikidata.org/entity/Q405949;Aincourt;49.0725;1.772777777;10.03
http://www.wikidata.org/entity/Q230161;Aincreville;49.3675;5.121111111;9.11
http://www.wikidata.org/entity/Q1087177;Aingeray;48.738888888;6.001666666;12.79
http://www.wikidata.org/entity/Q998388;Aingeville;48.206944444;5.77;5.77
http://www.wikidata.org/entity/Q1102975;Aingoulaincourt;48.455833333;5.286111111;5.1
http://www.wikidata.org/entity/Q548601;Ainharp;43.260555555;-0.930277777;14.07
http://www.wikidata.org/entity/Q2828146;Ainhice;43.20554;-1.15577;
http://www.wikidata.org/entity/Q839563;Ainhice-Mongelos;43.205277777;-1.155833333;10.3
http://www.wikidata.org/entity/Q212962;Ainhoa;43.306666666;-1.498611111;16.19
http://www.wikidata.org/entity/Q2828160;Ainval;49.7006;2.4349;
http://www.wikidata.org/entity/Q2375537;Ainval-Septoutre;49.7012;2.4348;
http://www.wikidata.org/entity/Q406245;Ainvelle;47.846666666;6.250555555;6.75
http://www.wikidata.org/entity/Q994692;Ainvelle;47.997222222;5.828333333;9.03
http://www.wikidata.org/entity/Q30696;Airaines;49.965;1.943333333;24.88
http://www.wikidata.org/entity/Q659903;Airan;49.101388888;-0.151666666;13.5
http://www.wikidata.org/entity/Q403349;Aire;49.481388888;4.161388888;6.29
http://www.wikidata.org/entity/Q408608;Aire-sur-l'Adour;43.703055555;-0.262777777;57.78
http://www.wikidata.org/entity/Q259903;Aire-sur-la-Lys;50.638611111;2.396666666;33.38
http://www.wikidata.org/entity/Q1001771;Airel;49.218611111;-1.079444444;10.17
http://www.wikidata.org/entity/Q1065204;Airion;49.424722222;2.413333333;6.73
http://www.wikidata.org/entity/Q960334;Airon-Notre-Dame;50.436666666;1.659166666;5.05
http://www.wikidata.org/entity/Q998754;Airon-Saint-Vaast;50.431666666;1.667222222;5.92
http://www.wikidata.org/entity/Q1018506;Airoux;43.363611111;1.866666666;5.49
http://www.wikidata.org/entity/Q109574793;Airoux;46.31379;0.41319;
http://www.wikidata.org/entity/Q409326;Airvault;46.826388888;-0.1375;49.28
http://www.wikidata.org/entity/Q409326;Airvault;46.826388888;-0.1375;63.88
http://www.wikidata.org/entity/Q62036301;Airvault;46.826388888;-0.1375;
http://www.wikidata.org/entity/Q83497229;Airvault;46.826388888;-0.1375;
http://www.wikidata.org/entity/Q46986;Aiserey;47.172222222;5.162222222;10.5
http://www.wikidata.org/entity/Q409777;Aisey-et-Richecourt;47.889722222;5.954166666;7.8
http://www.wikidata.org/entity/Q296286;Aisey-sur-Seine;47.750277777;4.580277777;12.72
http://www.wikidata.org/entity/Q676922;Aisonville-et-Bernoville;49.930833333;3.515;8.73
http://www.wikidata.org/entity/Q692545;Aisy-sous-Thil;47.393333333;4.2875;8.3
http://www.wikidata.org/entity/Q196360;Aisy-sur-Armançon;47.6675;4.225277777;17.97
http://www.wikidata.org/entity/Q410601;Aiti;42.399166666;9.243888888;12.17
http://www.wikidata.org/entity/Q410809;Aiton;45.561111111;6.258611111;16.29
http://www.wikidata.org/entity/Q411485;Aix;45.616111111;2.3825;48.02
http://www.wikidata.org/entity/Q109573772;Aix;49.25348;5.75965;
http://www.wikidata.org/entity/Q999433;Aix-Noulette;50.425833333;2.709722222;10.44
http://www.wikidata.org/entity/Q21979605;Aix-Villemaur-Pâlis;48.224166666;3.735277777;75.3
http://www.wikidata.org/entity/Q328210;Aix-en-Diois;44.709722222;5.401388888;16.49
http://www.wikidata.org/entity/Q639136;Aix-en-Ergny;50.5825;1.997222222;4.83
http://www.wikidata.org/entity/Q1001614;Aix-en-Issart;50.476666666;1.858611111;10.1
http://www.wikidata.org/entity/Q990592;Aix-en-Othe;48.223333333;3.734444444;34.76
http://www.wikidata.org/entity/Q47465;Aix-en-Provence;43.527777777;5.445555555;186.08
http://www.wikidata.org/entity/Q649694;Aix-en-Pévèle;50.490277777;3.290555555;6.55
http://www.wikidata.org/entity/Q621982;Aix-la-Fayette;45.516944444;3.521388888;13
http://www.wikidata.org/entity/Q181955;Aix-les-Bains;45.688611111;5.915;12.62
http://www.wikidata.org/entity/Q274245;Aixe-sur-Vienne;45.796388888;1.136111111;22.85
http://www.wikidata.org/entity/Q244202;Aizac;44.714444444;4.328055555;6.65
http://www.wikidata.org/entity/Q1102954;Aizanville;48.107222222;4.895555555;3.5
http://www.wikidata.org/entity/Q683078;Aize;47.103888888;1.701666666;17.07
http://www.wikidata.org/entity/Q30867;Aizecourt-le-Bas;49.981111111;3.033611111;3.57
http://www.wikidata.org/entity/Q30852;Aizecourt-le-Haut;49.963611111;2.983333333;3.65
http://www.wikidata.org/entity/Q2828829;Aizecq;45.9925;0.2772;
http://www.wikidata.org/entity/Q677264;Aizelles;49.489722222;3.811388888;4.88
http://www.wikidata.org/entity/Q411661;Aizenay;46.74;-1.608333333;81.06
http://www.wikidata.org/entity/Q1010891;Aizier;49.430277777;0.626388888;2.36
http://www.wikidata.org/entity/Q2828839;Aizy;49.43527778;3.51722222;
http://www.wikidata.org/entity/Q677331;Aizy-Jouy;49.434722222;3.516388888;14.63
http://www.wikidata.org/entity/Q200233;Ajac;43.047777777;2.137222222;5.29
http://www.wikidata.org/entity/Q40104;Ajaccio;41.925555555;8.736388888;82.03
http://www.wikidata.org/entity/Q673204;Ajain;46.2075;1.998611111;33.14
http://www.wikidata.org/entity/Q109575821;Ajas;44.42553;3.1142;
http://www.wikidata.org/entity/Q655003;Ajat;45.156388888;1.016111111;21.95
http://www.wikidata.org/entity/Q21650;Ajoncourt;48.845;6.289444444;3.5
http://www.wikidata.org/entity/Q748424;Ajou;48.979444444;0.7825;9.83
http://www.wikidata.org/entity/Q244212;Ajoux;44.756666666;4.493611111;12.2
http://www.wikidata.org/entity/Q200853;Alaigne;43.101388888;2.091111111;13.86
http://www.wikidata.org/entity/Q425766;Alaincourt;47.941944444;6.101666666;5.83
http://www.wikidata.org/entity/Q843110;Alaincourt;49.764444444;3.375555555;5.9
http://www.wikidata.org/entity/Q21643;Alaincourt-la-Côte;48.898333333;6.341388888;4.17
http://www.wikidata.org/entity/Q322334;Alairac;43.184166666;2.240555555;16.37
http://www.wikidata.org/entity/Q82900511;Alaise;47.015;5.973055555;
http://www.wikidata.org/entity/Q1148538;Alan;43.229444444;0.939444444;11.29
http://www.wikidata.org/entity/Q204907;Alando;42.306388888;9.290555555;3.05
http://www.wikidata.org/entity/Q1087700;Alata;41.976944444;8.743055555;30.37
